NOME,TIPO1,TIPO2,FRAQUEZAS_TIPO1,IMUNIDADES_TIPO1,VANTAGENS_TIPO1,FRAQUEZAS_TIPO2,IMUNIDADES_TIPO2,VANTAGENS_TIPO2,EFETIVIDADES,FRAQUEZAS,RESISTENCIAS,IMUNIDADES
Palossand,Ghost,Ground,"['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","['Water', 'Grass', 'Ice']",['Electric'],"['Poison', 'Rock']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 2.0, 'Electric': 0.0, 'Grass': 2.0, 'Ice': 2.0, 'Fighting': 0.0, 'Poison': 0.25, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Water', 'Grass', 'Ice', 'Ghost', 'Dark']","['Poison', 'Bug', 'Rock']","['Normal', 'Electric', 'Fighting']"
Pyukumuku,Water,,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[]
Type:  Null,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Silvally,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Minior Meteor  Form,Rock,Flying,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 0.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Electric', 'Ice', 'Rock', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying', 'Bug']",['Ground']
Minior Core  Form,Rock,Flying,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 2.0, 'Grass': 1.0, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 0.5, 'Ground': 0.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Water', 'Electric', 'Ice', 'Rock', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying', 'Bug']",['Ground']
Komala,Normal,,['Fighting'],['Ghost'],,,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}",['Fighting'],[],['Ghost']
Turtonator,Fire,Dragon,"['Water', 'Ground', 'Rock']",,"['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']","['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","{'Normal': 1.0, 'Fire': 0.25, 'Water': 1.0, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 2.0, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}","['Ground', 'Rock', 'Dragon']","['Fire', 'Electric', 'Grass', 'Bug', 'Steel']",[]
Togedemaru,Electric,Steel,['Ground'],,"['Electric', 'Flying', 'Steel']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 4.0, 'Flying': 0.25, 'Psychic': 0.5, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 1.0, 'Steel': 0.25, 'Fairy': 0.5}","['Fire', 'Fighting', 'Ground']","['Normal', 'Electric', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison']
Mimikyu,Ghost,Fairy,"['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.25, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 0.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Ghost', 'Steel']",['Bug'],"['Normal', 'Fighting', 'Dragon']"
Bruxish,Water,Psychic,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 0.5, 'Fairy': 1.0}","['Electric', 'Grass', 'Bug', 'Ghost', 'Dark']","['Fire', 'Water', 'Ice', 'Fighting', 'Psychic', 'Steel']",[]
Drampa,Normal,Dragon,['Fighting'],['Ghost'],,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 0.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Ice', 'Fighting', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass']",['Ghost']
Dhelmise,Ghost,Grass,"['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","{'Normal': 0.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.0, 'Poison': 1.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Flying', 'Ghost', 'Dark']","['Water', 'Electric', 'Grass', 'Ground']","['Normal', 'Fighting']"
Jangmo-o,Dragon,,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']",,,,"{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Ice', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass']",[]
Hakamo-o,Dragon,Fighting,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 4.0}","['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Bug', 'Rock', 'Dark']",[]
Kommo-o,Dragon,Fighting,"['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 4.0}","['Ice', 'Flying', 'Psychic', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Bug', 'Rock', 'Dark']",[]
Tapu  Koko,Electric,Fairy,['Ground'],,"['Electric', 'Flying', 'Steel']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 1.0}","['Poison', 'Ground']","['Electric', 'Fighting', 'Flying', 'Bug', 'Dark']",['Dragon']
Tapu  Lele,Psychic,Fairy,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.25, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 0.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 1.0}","['Poison', 'Ghost', 'Steel']","['Fighting', 'Psychic']",['Dragon']
Tapu  Bulu,Grass,Fairy,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 4.0, 'Ground': 0.5, 'Flying': 2.0, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 2.0, 'Fairy': 1.0}","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground', 'Dark']",['Dragon']
Tapu  Fini,Water,Fairy,"['Electric', 'Grass']",,"['Fire', 'Water', 'Ice', 'Steel']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 2.0, 'Grass': 2.0, 'Ice': 0.5, 'Fighting': 0.5, 'Poison': 2.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 1.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 1.0}","['Electric', 'Grass', 'Poison']","['Fire', 'Water', 'Ice', 'Fighting', 'Bug', 'Dark']",['Dragon']
Cosmog,Psychic,,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[]
Cosmoem,Psychic,,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[]
Solgaleo,Psychic,Steel,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 0.25, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 2.0, 'Dragon': 0.5, 'Dark': 2.0, 'Steel': 0.5, 'Fairy': 0.5}","['Fire', 'Ground', 'Ghost', 'Dark']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison']
Lunala,Psychic,Ghost,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 4.0, 'Dragon': 1.0, 'Dark': 4.0, 'Steel': 1.0, 'Fairy': 1.0}","['Ghost', 'Dark']","['Poison', 'Psychic']","['Normal', 'Fighting']"
Nihilego,Rock,Poison,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",,"['Normal', 'Fire', 'Poison', 'Flying']","['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","{'Normal': 0.5, 'Fire': 0.5, 'Water': 2.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 0.25, 'Ground': 4.0, 'Flying': 0.5, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 2.0, 'Fairy': 0.5}","['Water', 'Ground', 'Psychic', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying', 'Bug', 'Fairy']",[]
Buzzwole,Bug,Fighting,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.5, 'Flying': 4.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Fire', 'Flying', 'Psychic', 'Fairy']","['Grass', 'Fighting', 'Ground', 'Bug', 'Dark']",[]
Pheromosa,Bug,Fighting,"['Fire', 'Flying', 'Rock']",,"['Grass', 'Fighting', 'Ground']","['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","{'Normal': 1.0, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 0.5, 'Flying': 4.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 2.0}","['Fire', 'Flying', 'Psychic', 'Fairy']","['Grass', 'Fighting', 'Ground', 'Bug', 'Dark']",[]
Xurkitree,Electric,,['Ground'],,"['Electric', 'Flying', 'Steel']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 0.5, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 1.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 1.0, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 1.0}",['Ground'],"['Electric', 'Flying', 'Steel']",[]
Celesteela,Steel,Flying,"['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","['Electric', 'Ice', 'Rock']",['Ground'],"['Grass', 'Fighting', 'Bug']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 2.0, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 1.0, 'Poison': 0.0, 'Ground': 0.0, 'Flying': 0.5, 'Psychic': 0.5, 'Bug': 0.25, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Fire', 'Electric']","['Normal', 'Grass', 'Flying', 'Psychic', 'Bug', 'Dragon', 'Steel', 'Fairy']","['Poison', 'Ground']"
Kartana,Grass,Steel,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",,"['Water', 'Electric', 'Grass', 'Ground']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 4.0, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 1.0, 'Fighting': 2.0, 'Poison': 0.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 0.5, 'Dark': 1.0, 'Steel': 0.5, 'Fairy': 0.5}","['Fire', 'Fighting']","['Normal', 'Water', 'Electric', 'Grass', 'Psychic', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison']
Guzzlord,Dark,Dragon,"['Fighting', 'Bug', 'Fairy']",['Psychic'],"['Ghost', 'Dark']","['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 2.0, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.0, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 0.5, 'Dragon': 2.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 4.0}","['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Ghost', 'Dark']",['Psychic']
Necrozma,Psychic,,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 1.0}","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[]
Necrozma Dusk  Mane  Necrozma,Psychic,Steel,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 0.25, 'Bug': 1.0, 'Rock': 0.5, 'Ghost': 2.0, 'Dragon': 0.5, 'Dark': 2.0, 'Steel': 0.5, 'Fairy': 0.5}","['Fire', 'Ground', 'Ghost', 'Dark']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Rock', 'Dragon', 'Steel', 'Fairy']",['Poison']
Necrozma Dawn  Wings  Necrozma,Psychic,Ghost,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 1.0, 'Rock': 1.0, 'Ghost': 4.0, 'Dragon': 1.0, 'Dark': 4.0, 'Steel': 1.0, 'Fairy': 1.0}","['Ghost', 'Dark']","['Poison', 'Psychic']","['Normal', 'Fighting']"
Necrozma Ultra  Necrozma,Psychic,Dragon,"['Bug', 'Ghost', 'Dark']",,"['Fighting', 'Psychic']","['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.5, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 1.0, 'Ground': 1.0, 'Flying': 1.0, 'Psychic': 0.5, 'Bug': 2.0, 'Rock': 1.0, 'Ghost': 2.0, 'Dragon': 2.0, 'Dark': 2.0, 'Steel': 1.0, 'Fairy': 2.0}","['Ice', 'Bug', 'Ghost', 'Dragon', 'Dark', 'Fairy']","['Fire', 'Water', 'Electric', 'Grass', 'Fighting', 'Psychic']",[]
Magearna,Steel,Fairy,"['Fire', 'Fighting', 'Ground']",['Poison'],"['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dragon', 'Steel', 'Fairy']","['Poison', 'Steel']",['Dragon'],"['Fighting', 'Bug', 'Dark']","{'Normal': 0.5, 'Fire': 2.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 0.5, 'Fighting': 1.0, 'Poison': 0.0, 'Ground': 2.0, 'Flying': 0.5, 'Psychic': 0.5, 'Bug': 0.25, 'Rock': 0.5, 'Ghost': 1.0, 'Dragon': 0.0, 'Dark': 0.5, 'Steel': 1.0, 'Fairy': 0.5}","['Fire', 'Ground']","['Normal', 'Grass', 'Ice', 'Flying', 'Psychic', 'Bug', 'Rock', 'Dark', 'Fairy']","['Poison', 'Dragon']"
Marshadow,Fighting,Ghost,"['Flying', 'Psychic', 'Fairy']",,"['Bug', 'Rock', 'Dark']","['Ghost', 'Dark']","['Normal', 'Fighting']","['Poison', 'Bug']","{'Normal': 0.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 1.0, 'Ice': 1.0, 'Fighting': 0.0, 'Poison': 0.5, 'Ground': 1.0, 'Flying': 2.0, 'Psychic': 2.0, 'Bug': 0.25, 'Rock': 0.5, 'Ghost': 2.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 2.0}","['Flying', 'Psychic', 'Ghost', 'Fairy']","['Poison', 'Bug', 'Rock']","['Normal', 'Fighting']"
Poipole,Poison,,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",,,,"{'Normal': 1.0, 'Fire': 1.0, 'Water': 1.0, 'Electric': 1.0, 'Grass': 0.5, 'Ice': 1.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 1.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 0.5}","['Ground', 'Psychic']","['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']",[]
Naganadel,Poison,Dragon,"['Ground', 'Psychic']",,"['Grass', 'Fighting', 'Poison', 'Bug', 'Fairy']","['Ice', 'Dragon', 'Fairy']",,"['Fire', 'Water', 'Electric', 'Grass']","{'Normal': 1.0, 'Fire': 0.5, 'Water': 0.5, 'Electric': 0.5, 'Grass': 0.25, 'Ice': 2.0, 'Fighting': 0.5, 'Poison': 0.5, 'Ground': 2.0, 'Flying': 1.0, 'Psychic': 2.0, 'Bug': 0.5, 'Rock': 1.0, 'Ghost': 1.0, 'Dragon': 2.0, 'Dark': 1.0, 'Steel': 1.0, 'Fairy': 1.0}","['Ice', 'Ground', 'Psychic', 'Dragon']","['Fire', 'Water', 'Electric', 'Grass', 'Fighting', 'Poison', 'Bug']",[]
